Time,Inspector1Busy,Inspector2Busy,WorkStation1Busy,W1Buffer0,Workstation2Busy,W2Buffer0,W2Buffer1,W3Busy,W3Buffer0,W3Buffer1,Component1Produced,Component2Produced,Component3Produced,,,,
1351.372093,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1355.789234,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
1357.132478,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1363.73462,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
1371.424323,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1376.30902,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
1386.746621,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1391.068219,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1393.73068,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
1395.883645,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1397.152154,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
1399.721692,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1402.087626,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
1407.897232,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1410.34993,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
1427.624519,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1429.009604,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1429.872908,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
1432.207763,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1435.003692,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1436.691001,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1436.749987,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
1440.079719,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1451.698621,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
1454.70322,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1468.858572,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
1471.432625,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1471.78993,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
1504.193727,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1515.609446,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
1519.949275,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1523.055715,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1524.264674,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
1526.873879,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1527.714642,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
1569.872629,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1571.457343,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
1591.574957,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1592.212761,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
1604.578086,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1604.775745,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
1617.48237,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1619.011676,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
1665.664204,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1670.158027,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1673.915002,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
1679.840778,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1684.313077,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
1689.201997,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1697.533729,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
1705.801718,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1707.596963,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1709.484888,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
1712.643605,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1716.198221,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
1720.968937,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1723.286966,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
1725.009063,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1725.892063,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
1738.799856,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1739.545406,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1740.438778,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
1759.278817,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1769.278949,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
1790.300701,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1790.972265,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
1793.165474,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1795.657523,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1796.421436,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
1796.60368,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1797.826068,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
1799.98966,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1802.696153,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
1807.029661,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1815.553838,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
1818.704836,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1825.051999,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
1837.740626,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1841.659238,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1843.21522,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
1851.076362,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1851.401601,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
1866.809739,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1872.954353,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
1880.847527,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1882.614632,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
1893.247298,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1894.893043,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1901.756262,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
1903.236297,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1904.049752,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
1931.846014,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1931.863625,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
1937.88197,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1942.653831,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
1942.894815,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1946.147725,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
1953.864231,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1965.380509,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
1972.89484,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2000.412058,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2000.725469,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2024.482382,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2029.527229,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2032.57305,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2032.776306,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2042.169788,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2048.562392,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2066.806066,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2067.132839,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2070.872141,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2072.67939,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2072.871134,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2073.322622,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2080.077732,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2083.894487,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2084.79371,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2104.570376,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2105.041232,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2107.268889,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2109.063278,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2112.911997,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2115.602352,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2132.423658,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2138.66243,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2147.114404,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2153.89277,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2154.574277,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2159.13737,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2159.17691,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2160.085172,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2162.554162,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2163.045476,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2169.268422,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2172.884396,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2178.017903,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2184.027256,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2184.036325,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2188.101983,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2191.79747,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2197.026061,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2197.420028,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2201.606159,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2233.458984,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2235.938092,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2238.122992,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2240.014499,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2244.563427,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2250.274896,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2255.579988,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2267.718914,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2270.074701,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2270.1384,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2273.11893,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2275.849925,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2276.764715,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2278.082743,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2304.894199,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2306.081628,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2308.043645,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2311.022138,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2316.688057,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2323.864415,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2326.555677,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2332.539817,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2344.769446,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2347.926205,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2360.019915,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2363.046872,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2365.343906,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2372.533742,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2376.63108,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2383.677841,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2399.163433,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2401.682542,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2402.105235,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2403.76484,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2410.682345,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2410.800497,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2410.877629,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2412.210213,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2414.423306,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2416.23513,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2422.134033,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2424.991128,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2433.337065,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2434.227134,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2452.261984,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2453.715642,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2478.844878,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2483.019476,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2483.237445,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2484.065625,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2493.734595,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2493.991976,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2494.664264,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2496.021092,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2496.518958,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2501.809627,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2502.444471,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2519.638337,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2521.631513,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2546.133669,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2553.16447,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2566.66615,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2567.745059,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2571.3986,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2577.310901,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2599.767779,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2601.788435,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2604.509082,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2610.696857,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2612.80624,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2616.969129,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2617.242798,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2620.111775,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2621.528113,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2626.449006,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2627.600899,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2641.573069,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2643.13955,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2668.329434,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2670.178728,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2686.385775,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2687.512207,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2688.726417,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2694.124757,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2700.423339,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2701.205128,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2712.599071,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2712.693718,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2729.058795,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2736.764444,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2739.877367,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2745.732399,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2754.903527,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2755.974659,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2771.151184,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2776.740283,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2792.253909,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2793.000847,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2796.932081,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2799.021951,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2813.161363,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2813.615113,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2814.302022,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2820.281581,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2827.436329,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2837.503195,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2838.770885,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2844.825823,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2846.151176,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2846.339383,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2846.711342,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2849.370932,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2850.40955,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2863.586999,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2873.471052,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2879.713085,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2881.884027,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2882.737761,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2882.957514,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2889.676514,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2892.768064,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2896.845915,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2897.044354,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2898.052381,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2907.902588,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2908.019993,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2912.280163,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2917.486515,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2921.021365,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2934.766528,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2944.248901,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2944.672958,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2944.740082,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2945.713574,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2949.358764,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2974.159368,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2976.518853,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
2996.853885,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
2997.051836,1,0,0,2,0,0,2,0,2,0,1,0,0,,,,
3004.106564,1,0,1,2,0,0,2,0,2,0,0,0,0,,,,
